epoch,unit,data_len,rmse,bias,pred_mean,truth_mean,pred_min,pred_max
0,FD003-73.txt,284,48.642133017168874,-36.492301523685455,53.90304237604141,90.39535164833069,35.89412868022919,91.25770151615143
0,FD003-1.txt,328,61.142148886572244,-60.88847458362579,36.23507499694824,97.12354958057404,9.871690273284912,99.66990351676941
0,FD003-40.txt,257,52.54828356940406,-52.925862073898315,31.781580448150635,84.70745027065277,10.853629186749458,86.2055653333664
0,FD003-16.txt,413,46.110341042075625,-30.616240799427032,74.63084816932678,105.24709284305573,40.155655443668365,111.73940002918243
0,FD003-98.txt,376,49.65100331746083,-36.34857267141342,65.91527283191681,102.26384162902832,38.430657386779785,106.50001883506775
0,FD003-66.txt,234,34.17171627039403,-35.062048733234406,43.331889510154724,78.39394211769104,9.752985537052155,105.02251505851746
0,FD003-7.txt,493,62.69428221140158,-51.936442852020264,57.98101246356964,109.9174553155899,39.52207535505295,102.28014469146729
0,FD003-28.txt,269,52.12354570161244,-52.10003912448883,35.324962735176086,87.42500185966492,10.200720205903053,94.42659378051758
0,FD003-46.txt,273,38.01270085283491,-23.317116051912308,64.94268745183945,88.25980544090271,39.58588123321533,107.95441627502441
0,FD003-69.txt,239,45.461075380845635,-46.22856169939041,33.68320405483246,79.91176187992096,10.77943630516529,92.90169954299927
0,FD003-67.txt,332,66.41870308409372,-66.38274610042572,31.240826696157455,97.62357473373413,9.778346717357635,92.23630368709564
0,FD003-31.txt,252,50.353731735337966,-50.79631328582764,32.673634588718414,83.46995174884796,10.057654827833176,90.4463917016983
0,FD003-34.txt,528,59.28277406095184,-48.74059706926346,62.708207070827484,111.44880414009094,38.07555824518204,107.1529471874237
0,FD003-63.txt,300,57.645340105250625,-57.27121323347092,35.867318511009216,93.13852787017822,10.242027044296265,97.92819559574127
0,FD003-54.txt,263,53.48959046198373,-54.11307603120804,31.99517846107483,86.10825061798096,7.595691420137882,88.23993802070618
0,FD003-36.txt,393,65.4490136033543,-64.96508479118347,38.75405311584473,103.7191379070282,10.346697121858597,105.65637409687042
0,FD003-10.txt,550,70.22526291981622,-66.05955183506012,46.23774379491806,112.29729950428009,28.284155130386353,101.08837068080902
0,FD003-23.txt,265,48.17157156356009,-47.90988862514496,38.646235167980194,86.55611991882324,10.760244950652122,100.71226894855499
0,FD003-96.txt,560,55.99492260725472,-45.10058581829071,67.55725622177124,112.65784204006195,39.760282933712006,108.3062493801117
0,FD003-77.txt,324,37.12438862602399,-18.838870525360107,77.76897072792053,96.60784125328064,40.308434665203094,112.17894732952118
0,FD003-29.txt,292,58.36370598379194,-58.43897432088852,33.37716519832611,91.81614339351654,9.788796678185463,92.7313232421875
0,FD003-76.txt,222,39.58753012073233,-40.7813823223114,33.565026223659515,74.34639692306519,11.614867523312569,87.51966655254364
0,FD003-14.txt,276,49.1659547065044,-48.5941407084465,40.270598232746124,88.8647311925888,11.392761543393135,101.45188093185425
0,FD003-35.txt,300,51.70591578133295,-51.11760914325714,42.02091872692108,93.13852787017822,9.54749546945095,106.83874130249023
0,FD003-88.txt,391,53.0773746096782,-40.84507197141647,62.710833847522736,103.55589807033539,38.27077656984329,106.06023132801056
0,FD003-26.txt,312,55.99706706813451,-55.45480877161026,39.504036605358124,94.95884537696838,9.386267364025116,105.04556715488434
0,FD003-30.txt,287,51.664753131290524,-51.69828563928604,39.24207955598831,90.94036519527435,6.401723586022854,102.89581000804901
0,FD003-68.txt,270,47.32322299537276,-47.5213697552681,40.11544406414032,87.63681769371033,5.6579263880848885,101.21012449264526
0,FD003-13.txt,254,52.59716921000177,-53.53725790977478,30.435713827610016,83.9729756116867,7.108134254813194,86.03690147399902
0,FD003-55.txt,594,70.63217938160115,-61.07361972332001,52.70733207464218,113.7809556722641,29.698655009269714,94.53736007213593
1,FD003-73.txt,284,29.897904155928906,-5.814442858099937,84.58090782165527,90.39535164833069,17.129013240337372,122.40216851234436
1,FD003-1.txt,328,49.44501946292261,-47.6094713807106,49.514082074165344,97.12354958057404,8.948582634329796,124.33882355690002
1,FD003-40.txt,257,43.347240076833494,-42.900714576244354,41.806731820106506,84.70745027065277,8.786690086126328,108.43491494655609
1,FD003-16.txt,413,26.949159215783133,-3.118430208414793,102.12866723537445,105.24709284305573,18.29163894057274,128.81829917430878
1,FD003-98.txt,376,29.17492048725683,-6.556042842566967,95.70780992507935,102.26384162902832,18.158581852912903,128.00068974494934
1,FD003-66.txt,234,21.616915167226008,-21.674226075410843,56.71971797943115,78.39394211769104,8.479359149932861,126.6254985332489
1,FD003-7.txt,493,37.15477174481379,-20.48394948244095,89.43350970745087,109.9174553155899,17.365483194589615,127.08561837673187
1,FD003-28.txt,269,41.510790314445465,-40.18479406833649,47.24021166563034,87.42500185966492,8.755222037434578,120.9052699804306
1,FD003-46.txt,273,24.94741995848204,4.251097142696381,92.51089870929718,88.25980544090271,17.477528005838394,128.23348104953766
