epoch,epochs,mode,lr,batch_count,loss_rul,adv_loss,fea_loss,out_loss,latent_loss,recon_loss,smooth_loss,decor_loss,mono_loss,latent_factor,mono_factor,rmse,best_rmse,is_best,epoch_time_sec,elapsed_sec
0,240,latent no-align,0.001,148,0.06526145861307914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8260549431692e-06,0.0,0.05,33.765483032577336,33.765483032577336,1,3.6823624595999718,3.6823718808591366
1,240,latent no-align,0.001,148,0.015532267443533684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.596984297877793e-06,0.0,0.1,34.872887076161604,33.765483032577336,0,3.740686532109976,7.42413979023695
2,240,latent no-align,0.001,148,0.012151357535323178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.062965293385787e-05,0.0,0.15,35.75966193816708,33.765483032577336,0,3.6146500892937183,11.039759911596775
3,240,latent no-align,0.001,148,0.009914831459723614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2366709149097693e-05,0.0,0.2,33.778891511835965,33.765483032577336,0,3.669934216886759,14.710616372525692
4,240,latent no-align,0.001,148,0.009241175073249315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3636461701664942e-05,0.0,0.25,34.670178063100984,33.765483032577336,0,3.615165613591671,18.326730456203222
5,240,latent no-align,0.001,148,0.008324466815621063,0.0,0.0,0.0,0.0006694774404152397,0.46008900935585434,0.06088030589996157,0.3807172002019109,1.4950972258333963e-05,0.025,0.3,32.44126503233958,32.44126503233958,1,4.367768794298172,22.69631476327777
6,240,latent no-align,0.001,148,0.00813197757658624,0.0,0.0,0.0,0.0007483885506312741,0.27022592481729146,0.05865976196789258,0.3851032363804611,1.6154937267512305e-05,0.05,0.35,28.17834343137018,28.17834343137018,1,4.408684808760881,27.105968449264765
7,240,latent no-align,0.001,148,0.007352177097738997,0.0,0.0,0.0,0.0010450937080423574,0.24957340230812897,0.05785816447255579,0.38028752622572154,1.6931721286193744e-05,0.075,0.4,31.125305693377456,28.17834343137018,0,4.548530507832766,31.65548438951373
8,240,latent no-align,0.001,148,0.0073272123762934994,0.0,0.0,0.0,0.0012907385535072535,0.22740609410244064,0.060550553220752125,0.3612247610817084,1.8426003542707485e-05,0.1,0.45,34.81260609486715,28.17834343137018,0,4.4853979386389256,36.14182236045599
9,240,latent no-align,0.001,148,0.006989345247102146,0.0,0.0,0.0,0.0015012302083542218,0.20903232965517687,0.06411762739456184,0.3478751601399602,2.0195155660051545e-05,0.125,0.5,29.2301125526276,28.17834343137018,0,6.032842941582203,42.17561962455511
10,240,latent no-align,0.001,148,0.0068274473054082815,0.0,0.0,0.0,0.0016352860595263239,0.18873939733650233,0.06822943063201131,0.3297351375222206,2.1110833758201978e-05,0.15,0.55,34.675076139096966,28.17834343137018,0,5.372645702213049,47.54924211278558
11,240,latent no-align,0.001,148,0.006483125236086748,0.0,0.0,0.0,0.0017441816461222196,0.17155567335115895,0.07322537697650291,0.3106129149327407,2.189853716412767e-05,0.175,0.6,30.265523275698097,28.17834343137018,0,6.3066455982625484,53.85683484748006
12,240,latent no-align,0.001,148,0.006103014406697774,0.0,0.0,0.0,0.0018330025132682578,0.15660187350334348,0.07794260747126631,0.28975541547343536,2.2745205360725112e-05,0.2,0.65,29.58812765640108,28.17834343137018,0,5.3348565474152565,59.192649230360985
13,240,latent no-align,0.001,148,0.006274685955832939,0.0,0.0,0.0,0.0019142041612114455,0.14424149017478968,0.08152889908366912,0.27694194643078623,2.3500451850457074e-05,0.225,0.7,25.294162834162613,25.294162834162613,1,6.367634832859039,65.56120418384671
14,240,latent no-align,0.001,148,0.005845957357008514,0.0,0.0,0.0,0.0019835669860382237,0.13360859504019892,0.08335913108611429,0.2671018259952197,2.3813330551854813e-05,0.25,0.75,24.541340397541052,24.541340397541052,1,5.308362107723951,70.87056264653802
15,240,latent no-align,0.001,148,0.00576688359944603,0.0,0.0,0.0,0.0019980869169435086,0.12162879874577394,0.08736444430778155,0.2553672623392698,2.4487689901237702e-05,0.275,0.8,27.25569400396457,24.541340397541052,0,6.229794759303331,77.10131554305553
16,240,latent no-align,0.001,148,0.005522195260808174,0.0,0.0,0.0,0.0019806932329162453,0.10991261899471283,0.09021649670761984,0.24914411827921867,2.5194370320261096e-05,0.3,0.85,24.22791266338349,24.22791266338349,1,5.277268521487713,82.37953389808536
17,240,latent no-align,0.001,148,0.005525952861077983,0.0,0.0,0.0,0.0019816575490089285,0.1002116954910594,0.09064732567482703,0.2430094534883628,2.530799011347463e-05,0.325,0.9,18.379363672336428,18.379363672336428,1,6.5544550977647305,88.93492859601974
18,240,latent no-align,0.001,148,0.005553128781438981,0.0,0.0,0.0,0.002027094883315668,0.0944441619857743,0.09070285968482494,0.2358581054250936,2.594380416790168e-05,0.35,0.95,20.305649579706888,18.379363672336428,0,5.617251891642809,94.55313432216644
19,240,latent no-align,0.001,148,0.00536812049638782,0.0,0.0,0.0,0.0021220716235630615,0.09205650976179419,0.08859487079285286,0.2293115394139612,2.631596279988534e-05,0.375,1.0,22.308212312099002,18.379363672336428,0,7.922410488128662,102.47651407495141
20,240,latent no-align,0.001,148,0.0052948387912348715,0.0,0.0,0.0,0.002202712869384905,0.08938262309577014,0.08732089641931895,0.22401869891060366,2.558510372231516e-05,0.4,1.0,19.65442819379754,18.379363672336428,0,8.599886614829302,111.07733077555895
21,240,latent no-align,0.001,148,0.005307666403619018,0.0,0.0,0.0,0.002295553251610112,0.08721907557667913,0.08503135273585448,0.2232874109334237,2.4231039566763462e-05,0.425,1.0,23.504347260724874,18.379363672336428,0,8.155297074466944,119.23357446491718
22,240,latent no-align,0.001,148,0.004947100784881292,0.0,0.0,0.0,0.0022938639315701016,0.0819691411043341,0.0847787177945311,0.2212559205253382,2.3823206730240428e-05,0.45,1.0,20.917982934877127,18.379363672336428,0,12.137950472533703,131.37249002605677
