epoch,epochs,mode,lr,batch_count,loss_rul,adv_loss,fea_loss,out_loss,latent_loss,recon_loss,smooth_loss,decor_loss,mono_loss,latent_factor,mono_factor,rmse,ema_rmse,selected_rmse,best_rmse,is_best,best_source,bad_epochs,epoch_time_sec,elapsed_sec
0,240,latent no-align,0.0007,168,0.10311917778814123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.181331342276616e-06,0.0,0.05,52.28352657734894,,52.28352657734894,52.28352657734894,1,raw,0,8.289332762360573,8.290337428450584
1,240,latent no-align,0.0007,168,0.04855384777433106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.763215497410178e-06,0.0,0.1,56.02242044324583,,56.02242044324583,52.28352657734894,0,raw,1,8.026535768061876,16.31965695694089
2,240,latent no-align,0.0007,168,0.03702999321034267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2023587996303658e-05,0.0,0.15,59.846799275784434,,59.846799275784434,52.28352657734894,0,raw,2,9.461789660155773,25.784118182957172
3,240,latent no-align,0.0007,168,0.03102573665923306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.545749765747522e-05,0.0,0.2,55.27398211528147,,55.27398211528147,52.28352657734894,0,raw,3,8.090264599770308,33.877237532287836
4,240,latent no-align,0.0007,168,0.028952133376151323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.706449560450502e-05,0.0,0.25,55.74147854837292,,55.74147854837292,52.28352657734894,0,raw,4,9.337016869336367,43.2169224023819
5,240,latent no-align,0.0007,168,0.027537710986854064,0.0,0.0,0.0,0.000693424755722628,0.5120144640760762,0.07156915740952605,0.26517039475341636,1.8479102285103483e-05,0.025,0.3,58.5626138366828,56.594204723527106,56.594204723527106,52.28352657734894,0,raw,5,16.2531457580626,59.47277409210801
6,240,latent no-align,0.0007,168,0.0267436453584759,0.0,0.0,0.0,0.0007467925059331936,0.2714291745353313,0.06776080384761804,0.2809225803329831,1.9893835629080147e-05,0.05,0.35,57.48193069412738,56.342636354240604,56.342636354240604,52.28352657734894,0,raw,6,13.66696297749877,73.14380352199078
7,240,latent no-align,0.0007,168,0.026573782476286095,0.0,0.0,0.0,0.0010089709068692866,0.2472279246541716,0.06358090411162093,0.2943496558637846,2.055406740250224e-05,0.075,0.4,58.69632881574107,56.76272462592027,56.76272462592027,52.28352657734894,0,raw,7,15.808102320879698,88.95455366000533
8,240,latent no-align,0.00035,168,0.05186412263927715,0.0,0.0,0.0,0.002472344749202464,0.463302917778492,0.11926141545353901,0.21466783327715738,3.545854108432693e-05,0.1,0.45,53.48460202008508,52.40590393664352,52.40590393664352,52.28352657734894,0,raw,8,13.433032166212797,102.39190869033337
9,240,latent no-align,0.00035,168,0.0462617798309241,0.0,0.0,0.0,0.0020192123511584385,0.2858214241762956,0.10831234236026094,0.23333733511112986,3.4121238156460875e-05,0.125,0.5,57.926513836350416,53.80910885949599,53.80910885949599,52.28352657734894,0,raw,9,15.208639461547136,117.603451076895
10,240,latent no-align,0.00035,168,0.040868278881091444,0.0,0.0,0.0,0.002348818020739903,0.2751798840860526,0.09868703893430177,0.23353467269667558,3.714678326191677e-05,0.15,0.55,58.869509409530295,57.609649127387094,57.609649127387094,52.28352657734894,0,raw,10,14.296214397996664,131.90256059542298
11,240,latent no-align,0.00035,168,0.036565940716259536,0.0,0.0,0.0,0.0026543613404057744,0.2690398693084717,0.09879341406659001,0.21642893605998584,4.441373034967997e-05,0.175,0.6,58.15084962897906,58.438202769585594,58.15084962897906,52.28352657734894,0,raw,11,13.102846898138523,145.00806980580091
12,240,latent no-align,0.00035,168,0.03280861414081994,0.0,0.0,0.0,0.002903389422932551,0.26024781522296725,0.10008721851876803,0.20026959239372186,5.0951417701331335e-05,0.2,0.65,57.6568101641361,58.37960795810328,57.6568101641361,52.28352657734894,0,raw,12,15.572675079107285,160.58358104526997
13,240,latent no-align,0.00035,168,0.03184731272492735,0.0,0.0,0.0,0.003013148779116039,0.2416797067437853,0.10346891731023788,0.19244777863579138,5.1341585493078345e-05,0.225,0.7,59.24251157581144,58.47173624507351,58.47173624507351,52.28352657734894,0,raw,13,11.991291295737028,172.57752658426762
14,240,latent no-align,0.00035,168,0.02969458505200843,0.0,0.0,0.0,0.0031178690093968597,0.22363844638069472,0.11089577933862096,0.1827562859370595,5.295615799349478e-05,0.25,0.75,59.83660873114217,58.3157584501126,58.3157584501126,52.28352657734894,0,raw,14,14.67106718569994,187.25132140144706
15,240,latent no-align,0.000175,168,0.05274434476381257,0.0,0.0,0.0,0.00755507317149923,0.5249108466364089,0.1207170882484033,0.2170122450306302,6.723591734823588e-05,0.275,0.8,52.19863729457156,51.99547291020457,51.99547291020457,51.99547291020457,1,ema,0,14.098119210451841,201.35377819091082
16,240,latent no-align,0.000175,168,0.04837957490235567,0.0,0.0,0.0,0.0049280265617805226,0.29079695666829747,0.11758934462531692,0.2225219683632964,6.550324224008364e-05,0.3,0.85,54.650808641231734,53.09993008708594,53.09993008708594,51.99547291020457,0,ema,1,13.377051830291748,214.73345468565822
17,240,latent no-align,0.000175,168,0.04582004637146989,0.0,0.0,0.0,0.0052406160670909144,0.28563912407982917,0.11377279287470239,0.2303543763146514,6.382174180024387e-05,0.325,0.9,55.71164928444471,54.16257889516682,54.16257889516682,51.99547291020457,0,ema,2,14.9987026527524,229.73480382189155
18,240,latent no-align,0.000175,168,0.04376930865414795,0.0,0.0,0.0,0.005554523718144212,0.2786389509482043,0.1111900879602347,0.22702229484206154,6.511460114346672e-05,0.35,0.95,58.46852952969399,55.48720273208394,55.48720273208394,51.99547291020457,0,ema,3,10.573018979281187,240.31053014472127
