epoch,epochs,mode,lr,batch_count,loss_rul,adv_loss,fea_loss,out_loss,latent_loss,recon_loss,smooth_loss,decor_loss,mono_loss,latent_factor,mono_factor,rmse,ema_rmse,selected_rmse,best_rmse,is_best,best_source,bad_epochs,epoch_time_sec,elapsed_sec
10,240,latent no-align,0.00035,148,0.01314082115611716,0.0,0.0,0.0,0.002256412892854093,0.3433899229040017,0.11439160202201959,0.22358121773278392,6.846479479733987e-05,0.15,0.55,70.70891650054001,68.15969197070847,68.15969197070847,54.91965611246245,0,raw,10,21.30427024886012,201.65005630999804
11,240,latent no-align,0.00035,148,0.011851282337227383,0.0,0.0,0.0,0.002414279729064957,0.3035490833021499,0.11017699051346327,0.23211073412283048,6.864630769406496e-05,0.175,0.6,70.4801552080102,69.54454442736734,69.54454442736734,54.91965611246245,0,raw,11,21.73085219413042,223.38721994683146
12,240,latent no-align,0.00035,148,0.011376045449208972,0.0,0.0,0.0,0.00256266922224313,0.2602263160452649,0.10550131261147358,0.23462289591898788,6.647025492310531e-05,0.2,0.65,65.8131594719044,68.9099208279003,65.8131594719044,54.91965611246245,0,raw,12,20.221726775169373,243.61524987593293
13,240,latent no-align,0.00035,148,0.010426648238019363,0.0,0.0,0.0,0.0027548908004285514,0.24186051395293828,0.10424375075947594,0.23590298027202888,6.600965509671762e-05,0.225,0.7,63.506521179191985,67.18198742933143,63.506521179191985,54.91965611246245,0,raw,13,18.581383306533098,262.2028988674283
14,240,latent no-align,0.00035,148,0.009852816514368798,0.0,0.0,0.0,0.0029169798237145754,0.22663196981758685,0.10551761558933838,0.23023405842281677,6.648473351339596e-05,0.25,0.75,61.48765747181469,65.70738405533741,61.48765747181469,54.91965611246245,0,raw,14,18.804499223828316,281.013798981905
15,240,latent no-align,0.000175,148,0.018838818405276618,0.0,0.0,0.0,0.007850900641642511,0.5676758357801953,0.10756004853425799,0.210504795248444,0.00011629986948793049,0.275,0.8,67.00754504447495,59.816237276487065,59.816237276487065,54.91965611246245,0,raw,15,20.17526711523533,301.1970089562237
16,240,latent no-align,0.000175,148,0.016418362187372672,0.0,0.0,0.0,0.00506136314062452,0.3833836458019308,0.10941727102004192,0.20992858234692263,0.00011982198201302388,0.3,0.85,69.4728768809813,64.25978634959412,64.25978634959412,54.91965611246245,0,raw,16,18.49721547961235,319.7005038075149
17,240,latent no-align,0.000175,148,0.014678688203865612,0.0,0.0,0.0,0.0054851974631231785,0.38492006446058685,0.11736320638777437,0.20410898005640185,0.0001205257294959911,0.325,0.9,71.18631615487061,67.53914161428196,67.53914161428196,54.91965611246245,0,raw,17,18.292612843215466,337.9993980191648
18,240,latent no-align,0.000175,148,0.013540483973416928,0.0,0.0,0.0,0.005382376115743977,0.3471997470871822,0.1373144735557002,0.2008573381683311,0.00011930637491467358,0.35,0.95,67.52836947424603,69.02966647891967,67.52836947424603,54.91965611246245,0,raw,18,20.764459040015936,358.7701642997563
19,240,latent no-align,0.000175,148,0.012512655356093435,0.0,0.0,0.0,0.005322691072030245,0.3141329252236598,0.13484662861840144,0.20572135043708054,0.00011492946882876945,0.375,1.0,70.33411950459768,69.5840043514447,69.5840043514447,54.91965611246245,0,raw,19,18.771676376461983,377.5481892712414
20,240,latent no-align,0.000175,148,0.01205554259060001,0.0,0.0,0.0,0.005375028310998066,0.2729264095022872,0.12913937554568858,0.2010615042133911,0.00010461409097793826,0.4,1.0,65.18993054901868,68.87001842120387,65.18993054901868,54.91965611246245,0,raw,20,18.121155485510826,395.6756136082113
21,240,latent no-align,0.000175,148,0.011313075860458854,0.0,0.0,0.0,0.0055207878011404666,0.2508927253452507,0.12417019309627043,0.19720846847505183,9.779804079428416e-05,0.425,1.0,63.76771679905393,67.10920796700316,63.76771679905393,54.91965611246245,0,raw,21,19.90589500963688,415.587747938931
22,240,latent no-align,8.75e-05,148,0.019390427381605714,0.0,0.0,0.0,0.018389214031599665,0.7671531954327145,0.10401721560471766,0.21105188856253754,0.00014440944544952112,0.45,1.0,62.83781747158087,58.975361248391515,58.975361248391515,54.91965611246245,0,raw,22,18.349927600473166,433.9456924237311
23,240,latent no-align,8.75e-05,148,0.017649192740586964,0.0,0.0,0.0,0.009442044799593655,0.43399293177031184,0.10907679740842935,0.21065877458533724,0.00014594669099440925,0.475,1.0,70.1564619932223,63.58195328454945,63.58195328454945,54.91965611246245,0,raw,23,18.15373268723488,452.1057742573321
24,240,latent no-align,8.75e-05,148,0.016228690422517626,0.0,0.0,0.0,0.008593905094155186,0.3877371465032165,0.11197010966370234,0.2086073199438082,0.00014333326583476486,0.5,1.0,71.36432345413319,66.94765974457192,66.94765974457192,54.91965611246245,0,raw,24,19.85082932561636,471.962907101959
25,240,latent no-align,8.75e-05,148,0.01512755810383808,0.0,0.0,0.0,0.009225217203886525,0.40174355599525813,0.11730652483733925,0.20093288091388908,0.0001394108546535151,0.525,1.0,73.29696515334852,69.19972411311342,69.19972411311342,54.91965611246245,0,raw,25,18.85593232139945,490.8252060189843
26,240,latent no-align,8.75e-05,148,0.014284618972876185,0.0,0.0,0.0,0.009780905870217326,0.40768478770513794,0.13018396073901975,0.1902026121278067,0.00013519578041686563,0.55,1.0,71.72400343858403,70.3216616161081,70.3216616161081,54.91965611246245,0,raw,26,18.03577036783099,508.8673028834164
27,240,latent no-align,8.75e-05,148,0.013508277466973743,0.0,0.0,0.0,0.009798458915807912,0.3899385159885561,0.15935765025583473,0.18457374973474322,0.00013350196221270725,0.575,1.0,67.33343597701945,69.73098021727799,67.33343597701945,54.91965611246245,0,raw,27,16.828206542879343,525.7018597871065
28,240,latent no-align,8.75e-05,148,0.013379223940491274,0.0,0.0,0.0,0.009277777400220165,0.35841250258523066,0.17779270801189784,0.1863392337753966,0.00012669037961451386,0.6,1.0,67.22038740997641,68.75439925271628,67.22038740997641,54.91965611246245,0,raw,28,16.515347979962826,542.2235389053822
