epoch,epochs,mode,lr,batch_count,loss_rul,adv_loss,fea_loss,out_loss,latent_loss,recon_loss,smooth_loss,decor_loss,mono_loss,latent_factor,mono_factor,rmse,ema_rmse,selected_rmse,best_rmse,eval_all_rmse,eval_best_rmse,is_best,best_source,bad_epochs,epoch_time_sec,elapsed_sec
18,240,latent no-align,0.001,390,0.02004831423266576,0.0,0.0,0.0,0.0021721357533421655,0.09928653372021821,0.05211823666707063,0.18979579355472173,1.6546077170996563e-05,0.35,0.95,12.18207585665806,,12.18207585665806,11.884100590507106,,12.030367246643653,0,raw,4,24.07319112122059,450.85074807703495
19,240,latent no-align,0.001,390,0.01948303393780803,0.0,0.0,0.0,0.0022519251295866874,0.09590642272661894,0.052488881387771705,0.18792644036121858,1.727550173736512e-05,0.375,1.0,12.637042448048772,,12.637042448048772,11.884100590507106,12.64971848352201,12.030367246643653,0,raw,5,32.31154556199908,483.1643690876663
20,240,latent no-align,0.001,390,0.019630238373214617,0.0,0.0,0.0,0.0023056358815385747,0.09186637965150368,0.051795595444929905,0.18894799504524623,1.6920072376263142e-05,0.4,1.0,12.921321904147861,,12.921321904147861,11.884100590507106,,12.030367246643653,0,raw,6,25.529264338314533,508.69575199857354
21,240,latent no-align,0.001,390,0.01912362184136724,0.0,0.0,0.0,0.0024067035583683694,0.09023037787813407,0.051568328923521894,0.19090845787372346,1.6872402053335324e-05,0.425,1.0,14.077958384979377,,14.077958384979377,11.884100590507106,,12.030367246643653,0,raw,7,24.70670997351408,533.4045090973377
22,240,latent no-align,0.001,390,0.018894426789707864,0.0,0.0,0.0,0.00245466098571435,0.08692297973693945,0.05191546807495447,0.19556015951511188,1.6894280951162682e-05,0.45,1.0,13.786009125128828,,13.786009125128828,11.884100590507106,,12.030367246643653,0,raw,8,25.662638291716576,559.0691714212298
23,240,latent no-align,0.001,390,0.01867204583130586,0.0,0.0,0.0,0.002521471343098734,0.08472608956388938,0.05160964530629989,0.19655547256653125,1.6572906819279664e-05,0.475,1.0,13.41098667575245,,13.41098667575245,11.884100590507106,,12.030367246643653,0,raw,9,24.239444710314274,583.3106513135135
24,240,latent no-align,0.001,390,0.018439772703613227,0.0,0.0,0.0,0.002575345420374129,0.082193374977662,0.05042434840057141,0.19853310527709814,1.6465774406708826e-05,0.5,1.0,12.577865119273602,,12.577865119273602,11.884100590507106,12.60022772179569,12.030367246643653,0,raw,10,33.38258318603039,616.6953592337668
25,240,latent no-align,0.001,390,0.017641619411416544,0.0,0.0,0.0,0.0026453604103806308,0.08049080266784399,0.04992846664136801,0.19944459471182946,1.6923462755631845e-05,0.525,1.0,15.176572210519513,,15.176572210519513,11.884100590507106,,12.030367246643653,0,raw,11,23.88619013503194,640.5836697891355
26,240,latent no-align,0.001,390,0.016739767011350545,0.0,0.0,0.0,0.002685255692221033,0.07791527924247277,0.04896118347652448,0.2018366249325948,1.718728944512968e-05,0.55,1.0,13.391760659062609,,13.391760659062609,11.884100590507106,,12.030367246643653,0,raw,12,25.416327707469463,666.0020098052919
27,240,latent no-align,0.001,390,0.015826749567611095,0.0,0.0,0.0,0.0027496307730101623,0.07636397521083171,0.048147483370625056,0.2029772740143996,1.7368162454472323e-05,0.575,1.0,12.89029548214022,,12.89029548214022,11.884100590507106,,12.030367246643653,0,raw,13,25.09982668608427,691.1038834378123
28,240,latent no-align,0.001,390,0.014864473869928565,0.0,0.0,0.0,0.0027964120939708292,0.0744068963214373,0.04719975438828652,0.20386865513447003,1.717468622957359e-05,0.6,1.0,15.078748490385488,,15.078748490385488,11.884100590507106,,12.030367246643653,0,raw,14,24.07093531265855,715.1768924221396
29,240,latent no-align,0.001,390,0.01429114396779392,0.0,0.0,0.0,0.0028739679359998074,0.07348911275084202,0.04629040473164656,0.2021454578790909,1.7072034818109108e-05,0.625,1.0,14.998638061268915,,14.998638061268915,11.884100590507106,14.813157415241662,12.030367246643653,0,raw,15,32.962353371083736,748.1416543088853
30,240,latent no-align,0.001,390,0.014083517382207972,0.0,0.0,0.0,0.00292871036590674,0.07199307823410402,0.04527015369863082,0.1987131478694769,1.6842592310403675e-05,0.65,1.0,13.936658941264698,,13.936658941264698,11.884100590507106,,12.030367246643653,0,raw,16,24.48561615496874,772.6293315812945
31,240,latent no-align,0.001,390,0.013475132676271291,0.0,0.0,0.0,0.0029373395495498793,0.06943534022340407,0.04498753242003612,0.194206839799881,1.6934990332792485e-05,0.675,1.0,16.80840325151636,,16.80840325151636,11.884100590507106,,12.030367246643653,0,raw,17,25.34536160901189,797.9767450466752
32,240,latent no-align,0.001,390,0.013209718611473456,0.0,0.0,0.0,0.0029433976530503386,0.06705428421115264,0.04446052069274279,0.18930428177118303,1.687219202535627e-05,0.7,1.0,20.808188873405676,,20.808188873405676,11.884100590507106,,12.030367246643653,0,raw,18,25.363457657396793,823.3422560542822
33,240,latent no-align,0.001,390,0.012996385189203116,0.0,0.0,0.0,0.0029589897869393613,0.06505462493842994,0.04359391152094572,0.1824595373410445,1.663226676567156e-05,0.725,1.0,13.88165162696294,,13.88165162696294,11.884100590507106,,12.030367246643653,0,raw,19,25.12293293699622,848.4672693610191
34,240,latent no-align,0.001,390,0.012417324748224556,0.0,0.0,0.0,0.002999543364589604,0.06384915418158739,0.04308949088056882,0.17218030733175768,1.6688938938340215e-05,0.75,1.0,19.3729110329902,,19.3729110329902,11.884100590507106,19.043759750146638,12.030367246643653,0,raw,20,32.602559346705675,881.0718843862414
35,240,latent no-align,0.001,390,0.012597869019000193,0.0,0.0,0.0,0.0030429971917795063,0.06273559311834666,0.04161029414106638,0.1640567992742245,1.6125360376370224e-05,0.775,1.0,14.29086724151632,,14.29086724151632,11.884100590507106,,12.030367246643653,0,raw,21,24.862275037914515,905.9362596422434
36,240,latent no-align,0.001,390,0.012209193277148865,0.0,0.0,0.0,0.0030974432312620755,0.06196998350131206,0.04029123499416388,0.16145794876875022,1.6295418323025866e-05,0.8,1.0,16.751000392971815,,16.751000392971815,11.884100590507106,,12.030367246643653,0,raw,22,25.0776787661016,931.0160157345235
37,240,latent no-align,0.001,390,0.012049323226062534,0.0,0.0,0.0,0.0031274624150962782,0.06071518166707112,0.03839169533397907,0.16114587390269988,1.6404952874346726e-05,0.825,1.0,14.291668295241937,,14.291668295241937,11.884100590507106,,12.030367246643653,0,raw,23,25.033834911882877,956.0519440025091
38,240,latent no-align,0.001,390,0.0121218097420075,0.0,0.0,0.0,0.003168432434829764,0.059844165018353705,0.03645496780100541,0.16193134287993113,1.6387691548749364e-05,0.85,1.0,14.647024088238377,,14.647024088238377,11.884100590507106,,12.030367246643653,0,raw,24,24.820511139929295,980.874533675611
39,240,latent no-align,0.001,390,0.011923153127710789,0.0,0.0,0.0,0.003126292770656829,0.05739188753068447,0.03452503934311561,0.16435365676879882,1.6746226934535513e-05,0.875,1.0,15.565458129154674,,15.565458129154674,11.884100590507106,15.515040628304373,12.030367246643653,0,raw,25,33.07898788899183,1013.9556161090732
40,240,latent no-align,0.001,390,0.011780511273835332,0.0,0.0,0.0,0.002994803039548107,0.053444253653287886,0.03292026135783929,0.16739633197967824,1.7056226627177332e-05,0.9,1.0,13.426495755460952,,13.426495755460952,11.884100590507106,,12.030367246643653,0,raw,26,24.819539576768875,1038.7773203365505
41,240,latent no-align,0.001,390,0.011689952562730282,0.0,0.0,0.0,0.0028404327903468257,0.049033802862350755,0.031674165813586654,0.16958165485889484,1.6938236750810084e-05,0.925,1.0,15.46526690928854,,15.46526690928854,11.884100590507106,,12.030367246643653,0,raw,27,20.204477917402983,1058.9838167354465
42,240,latent no-align,0.001,390,0.011933218938513445,0.0,0.0,0.0,0.0027575590922377814,0.04613693623970717,0.03122287529687851,0.169512892418947,1.6780713805275855e-05,0.95,1.0,17.04076471950542,,17.04076471950542,11.884100590507106,,12.030367246643653,0,raw,28,18.329293552786112,1077.3151992857456
43,240,latent no-align,0.001,390,0.011573568052158523,0.0,0.0,0.0,0.00272785817953543,0.044366101672252016,0.03097977355027046,0.16874411400312034,1.6906595985160377e-05,0.975,1.0,15.337067786061425,,15.337067786061425,11.884100590507106,,12.030367246643653,0,raw,29,18.91734378784895,1096.2345939092338
44,240,latent no-align,0.001,390,0.01131766702239521,0.0,0.0,0.0,0.0027150006057360234,0.04302646622825892,0.030667213355310453,0.16684241684583517,1.6953221846704718e-05,1.0,1.0,18.819040639077777,,18.819040639077777,11.884100590507106,18.676535661698455,12.030367246643653,0,raw,30,24.39428836107254,1120.6309432201087
45,240,latent no-align,0.001,390,0.01136722615442406,0.0,0.0,0.0,0.0026678207067724986,0.04228737871043193,0.029812435442820574,0.16583460573202524,1.6591278542294347e-05,1.0,1.0,17.939395305787805,,17.939395305787805,11.884100590507106,,12.030367246643653,0,raw,31,10.681610010564327,1131.3146994784474
46,240,latent no-align,0.001,390,0.0113396896300121,0.0,0.0,0.0,0.002649612973133723,0.04208369730756833,0.028956078327237032,0.16417317138268397,1.6218150939004354e-05,1.0,1.0,17.49474425799131,,17.49474425799131,11.884100590507106,,12.030367246643653,0,raw,32,10.65565699338913,1141.9723995737731
47,240,latent no-align,0.001,390,0.011395034408913209,0.0,0.0,0.0,0.0026243960359491982,0.041676664868226417,0.02825340876976649,0.16304229131111733,1.5916335322776248e-05,1.0,1.0,15.545759227010262,,15.545759227010262,11.884100590507106,,12.030367246643653,0,raw,33,10.833453346043825,1152.807864781469
48,240,latent no-align,0.001,390,0.01136510123570378,0.0,0.0,0.0,0.002622613595583691,0.04174769833110846,0.02761587320994108,0.16233199880673335,1.5984896449831117e-05,1.0,1.0,14.332614142024253,,14.332614142024253,11.884100590507106,,12.030367246643653,0,raw,34,11.189804788678885,1163.9997051134706
49,240,latent no-align,0.001,390,0.011118525930513174,0.0,0.0,0.0,0.0026164792370624267,0.04170367048145869,0.027033615733186404,0.16149546087552338,1.5900999961815662e-05,1.0,1.0,17.212819204638024,,17.212819204638024,11.884100590507106,17.023506197137223,12.030367246643653,0,raw,35,16.657847568392754,1180.6595740541816
50,240,latent no-align,0.001,390,0.011053318272416408,0.0,0.0,0.0,0.0026243506799428127,0.041918622043270334,0.026592927961013257,0.1605636890882101,1.5736747105293968e-05,1.0,1.0,13.810245792951289,,13.810245792951289,11.884100590507106,,12.030367246643653,0,raw,36,11.083962634205818,1191.745614491403
51,240,latent no-align,0.001,390,0.011198808330421646,0.0,0.0,0.0,0.002610151814774443,0.041701252930439435,0.026254570469833337,0.1599428001122597,1.5568212235778516e-05,1.0,1.0,16.713249373250267,,16.713249373250267,11.884100590507106,,12.030367246643653,0,raw,37,10.561792086809874,1202.3094461783767
52,240,latent no-align,0.001,390,0.0106307050666939,0.0,0.0,0.0,0.0026365707598578854,0.0421272940456103,0.025929397755326367,0.15923314896913676,1.584876293306409e-05,1.0,1.0,16.143351280500863,,16.143351280500863,11.884100590507106,,12.030367246643653,0,raw,38,10.74748444184661,1213.059359677136
53,240,latent no-align,0.001,390,0.010900618790242917,0.0,0.0,0.0,0.0026420876103190657,0.04231863369544347,0.02561616265716461,0.158008834031912,1.5492164302253142e-05,1.0,1.0,15.00565355903429,,15.00565355903429,11.884100590507106,,12.030367246643653,0,raw,39,10.696401190012693,1223.757796548307
54,240,latent no-align,0.001,390,0.010594656919009793,0.0,0.0,0.0,0.0026621226406393526,0.0426356840496644,0.025540841256196684,0.1575029208874091,1.5636342192383615e-05,1.0,1.0,18.122694210484884,,18.122694210484884,11.884100590507106,18.025662918797853,12.030367246643653,0,raw,40,16.04805638641119,1239.80787871778
55,240,latent no-align,0.001,390,0.010622379498986097,0.0,0.0,0.0,0.0026825658600920666,0.04303033952720654,0.02531494356882878,0.15720798468742614,1.5635273846270044e-05,1.0,1.0,15.998245071050372,,15.998245071050372,11.884100590507106,,12.030367246643653,0,raw,41,10.575812693685293,1250.3857716731727
56,240,latent no-align,0.001,390,0.01065793885395695,0.0,0.0,0.0,0.002706860434502745,0.04341170712350271,0.025060761285324893,0.15702834056738096,1.540020769262367e-05,1.0,1.0,14.113627272575199,,14.113627272575199,11.884100590507106,,12.030367246643653,0,raw,42,10.632004141807556,1261.0197698958218
57,240,latent no-align,0.001,390,0.01067037481862383,0.0,0.0,0.0,0.002727758742343539,0.04379927106201649,0.025076153540076352,0.156178124440022,1.5484697765854295e-05,1.0,1.0,14.105339861950082,,14.105339861950082,11.884100590507106,,12.030367246643653,0,raw,43,11.051744367927313,1272.0735257565975
58,240,latent no-align,0.001,390,0.010477344480414803,0.0,0.0,0.0,0.0027177529964739315,0.043556998202051875,0.024970110252690622,0.15533146586937782,1.539630248328486e-05,1.0,1.0,17.110045690766285,,17.110045690766285,11.884100590507106,,12.030367246643653,0,raw,44,11.133239895105362,1283.2087889313698
59,240,latent no-align,0.001,390,0.010570040874135418,0.0,0.0,0.0,0.002699467277703568,0.04326883104558175,0.024713586958555075,0.1548315133039768,1.544529070368019e-05,1.0,1.0,14.48152128132345,,14.48152128132345,11.884100590507106,14.54704697947437,12.030367246643653,0,raw,45,16.6687825396657,1299.8795923739672
60,240,latent no-align,0.001,390,0.01056723568516855,0.0,0.0,0.0,0.002681189469802074,0.043015841423318935,0.024392496302532846,0.15365562385473497,1.5214507087736051e-05,1.0,1.0,14.699294815792411,,14.699294815792411,11.884100590507106,,12.030367246643653,0,raw,46,10.967023003846407,1310.8487388715148
61,240,latent no-align,0.001,390,0.010586971171104756,0.0,0.0,0.0,0.0027000003368951955,0.0433605692612055,0.024183306379769093,0.15255807015376213,1.526101223368105e-05,1.0,1.0,15.301352286643526,,15.301352286643526,11.884100590507106,,12.030367246643653,0,raw,47,10.726692702621222,1321.5774426683784
62,240,latent no-align,0.001,390,0.010266947390463872,0.0,0.0,0.0,0.0026990225711741892,0.043444945204716465,0.023995738739195544,0.15128588302013202,1.5394188442139868e-05,1.0,1.0,16.895537248914614,,16.895537248914614,11.884100590507106,,12.030367246643653,0,raw,48,10.6527249366045,1332.232173204422
63,240,latent no-align,0.001,390,0.010254837676452903,0.0,0.0,0.0,0.00271207621643463,0.043610086062779795,0.023816066053815376,0.1507829948495596,1.554974744347139e-05,1.0,1.0,16.568480151725744,,16.568480151725744,11.884100590507106,,12.030367246643653,0,raw,49,10.728336352854967,1342.9625321552157
64,240,latent no-align,0.001,390,0.010310837997792241,0.0,0.0,0.0,0.002710701204621448,0.04363110914635353,0.023674572316499855,0.1496042326474801,1.5435640356232538e-05,1.0,1.0,15.778414787854071,,15.778414787854071,11.884100590507106,15.785267669794743,12.030367246643653,0,raw,50,16.092583246529102,1359.0571308359504
65,240,latent no-align,0.001,390,0.010305656985833477,0.0,0.0,0.0,0.0026961968638575993,0.0434583601470177,0.023404657726104443,0.1483562551629849,1.5194798827276548e-05,1.0,1.0,19.131153011045566,,19.131153011045566,11.884100590507106,,12.030367246643653,0,raw,51,11.124186914414167,1370.1833986938
66,240,latent no-align,0.001,390,0.010104161738537443,0.0,0.0,0.0,0.002718712486183414,0.04388608232331582,0.023286733026496875,0.14651781106606507,1.5453982161535606e-05,1.0,1.0,15.050417668395381,,15.050417668395381,11.884100590507106,,12.030367246643653,0,raw,52,10.636774972081184,1380.8222180604935
67,240,latent no-align,0.001,390,0.010081724520438375,0.0,0.0,0.0,0.0026869084572610563,0.04335327597382741,0.022845758569355196,0.1446365823348363,1.534275856195167e-05,1.0,1.0,13.654963296860851,,13.654963296860851,11.884100590507106,,12.030367246643653,0,raw,53,11.073716439306736,1391.8979381285608
68,240,latent no-align,0.001,390,0.010219573594916325,0.0,0.0,0.0,0.0026610613519994493,0.042851266264915464,0.022645781093683,0.14199005648111684,1.5334548508970048e-05,1.0,1.0,17.291320541128623,,17.291320541128623,11.884100590507106,,12.030367246643653,0,raw,54,11.565571926534176,1403.465543270111
69,240,latent no-align,0.001,390,0.010414752041777739,0.0,0.0,0.0,0.002627837802999868,0.042337552601328265,0.022222272440409047,0.1395326507015106,1.5186247550539122e-05,1.0,1.0,17.8967336923911,,17.8967336923911,11.884100590507106,17.77846692998007,12.030367246643653,0,raw,55,17.087004341185093,1420.5546051934361
70,240,latent no-align,0.001,390,0.010022933180563343,0.0,0.0,0.0,0.0026749612333682865,0.04324268023364055,0.022262123303535657,0.13672679188923959,1.529525417516617e-05,1.0,1.0,14.18835955918849,,14.18835955918849,11.884100590507106,,12.030367246643653,0,raw,56,10.935140252113342,1431.491883393377
71,240,latent no-align,0.001,390,0.010153866050621638,0.0,0.0,0.0,0.002652442247535174,0.04292440868149965,0.02196674609126953,0.13417293288004703,1.5287706248319668e-05,1.0,1.0,13.404031169478623,,13.404031169478623,11.884100590507106,,12.030367246643653,0,raw,57,11.10501192137599,1442.598920237273
72,240,latent no-align,0.001,390,0.010367634944999829,0.0,0.0,0.0,0.0026409084974334408,0.04273740077056946,0.021630178339397295,0.13209512887092736,1.5124363870619653e-05,1.0,1.0,16.33283547031652,,16.33283547031652,11.884100590507106,,12.030367246643653,0,raw,58,11.328523088246584,1453.929486066103
73,240,latent no-align,0.001,390,0.00996170931447966,0.0,0.0,0.0,0.002665384304232131,0.043222721895346275,0.021422619367830263,0.13068882929973114,1.540076050215971e-05,1.0,1.0,15.154481681854088,,15.154481681854088,11.884100590507106,,12.030367246643653,0,raw,59,10.655582711100578,1464.5870912782848
74,240,latent no-align,0.001,390,0.010066945619212512,0.0,0.0,0.0,0.002645771428106878,0.0428994729446295,0.0211112786609775,0.1295073860921921,1.533816208766672e-05,1.0,1.0,13.657026725085755,,13.657026725085755,11.884100590507106,13.776645516369921,12.030367246643653,0,raw,60,16.891709052026272,1481.4808349609375
75,240,latent no-align,0.001,390,0.009806607904820106,0.0,0.0,0.0,0.002632513654848131,0.042631272790141596,0.020811461633405623,0.12883792634193714,1.5471174731665553e-05,1.0,1.0,14.183814848794066,,14.183814848794066,11.884100590507106,,12.030367246643653,0,raw,61,10.718579582870007,1492.2014817073941
76,240,latent no-align,0.001,390,0.009962692682464153,0.0,0.0,0.0,0.0026447115949569987,0.04289130088037405,0.020534275620220564,0.1280249467644936,1.5397693856264083e-05,1.0,1.0,13.645005562597271,,13.645005562597271,11.884100590507106,,12.030367246643653,0,raw,62,10.778561528772116,1502.982073739171
77,240,latent no-align,0.001,390,0.009937201072581303,0.0,0.0,0.0,0.0026669464509886426,0.04327880561542816,0.020255624340512812,0.12692885129497603,1.5398424203829982e-05,1.0,1.0,14.738786585372823,,14.738786585372823,11.884100590507106,,12.030367246643653,0,raw,63,10.9142812974751,1513.8983659483492
78,240,latent no-align,0.001,390,0.009692960779349773,0.0,0.0,0.0,0.0026729505741968753,0.04341149359750442,0.019950203019648026,0.1263080463004418,1.564778235777526e-05,1.0,1.0,18.045342920514784,,18.045342920514784,11.884100590507106,,12.030367246643653,0,raw,64,10.995069868862629,1524.8957315199077
79,240,latent no-align,0.001,390,0.009984822753960123,0.0,0.0,0.0,0.002683371969928535,0.04355541898463017,0.019681301770301966,0.12573089133470486,1.5554394529970475e-05,1.0,1.0,15.811227669361296,,15.811227669361296,11.884100590507106,15.672778375845958,12.030367246643653,0,raw,65,16.83022851496935,1541.7280023358762
80,240,latent no-align,0.0005,390,0.0091588489842625,0.0,0.0,0.0,0.002689822483807802,0.0436836590560583,0.019695570009450117,0.12554714034001033,1.5861208153066214e-05,1.0,1.0,16.742421295326896,,16.742421295326896,11.884100590507106,,12.030367246643653,0,raw,66,10.933967139571905,1552.664123877883
