epoch,epochs,mode,lr,batch_count,loss_rul,adv_loss,fea_loss,out_loss,latent_loss,recon_loss,smooth_loss,decor_loss,mono_loss,latent_factor,mono_factor,rmse,ema_rmse,selected_rmse,best_rmse,eval_all_rmse,eval_best_rmse,eval_best_epoch,eval_best_source,is_best,best_source,bad_epochs,epoch_time_sec,elapsed_sec
30,240,latent no-align,0.001,148,0.0048144252866984824,0.0,0.0,0.0,0.0032402625609491325,0.08154597717362481,0.0789914069244185,0.18123013415449374,4.796805267294592e-05,0.65,1.0,35.39197985404677,,35.39197985404677,35.39197985404677,35.14562148531791,35.14562148531791,30,raw,1,raw,0,32.42522048950195,516.3069835789502
31,240,latent no-align,0.001,148,0.004680487667084546,0.0,0.0,0.0,0.0033177509699394373,0.07961610714728767,0.07500477960786305,0.18486743953985138,4.541978366457467e-05,0.675,1.0,36.843309995860956,,36.843309995860956,35.39197985404677,,35.14562148531791,30,raw,0,raw,1,13.221702720969915,529.5319122560322
32,240,latent no-align,0.001,148,0.004735252944236571,0.0,0.0,0.0,0.0034314483825771793,0.07860013676454893,0.07090132915087648,0.18918925856013555,4.262739986262278e-05,0.7,1.0,31.054470008073324,,31.054470008073324,31.054470008073324,30.8587706068943,30.8587706068943,32,raw,1,raw,0,23.107535887509584,552.6422111615539
33,240,latent no-align,0.001,148,0.0046993654812812,0.0,0.0,0.0,0.0035763421486056336,0.07828697134312745,0.06894495494260981,0.19100263714790344,4.168221730159948e-05,0.725,1.0,32.79531992038466,,32.79531992038466,31.054470008073324,,30.8587706068943,32,raw,0,raw,1,12.936534877866507,565.5814439244568
34,240,latent no-align,0.001,148,0.004477076141188877,0.0,0.0,0.0,0.0036710816580248443,0.07680661347065423,0.06862682990125708,0.19227656812683955,4.146939229670081e-05,0.75,1.0,28.769372503149377,,28.769372503149377,28.769372503149377,28.557433429308844,28.557433429308844,34,raw,1,raw,0,30.196300834417343,595.7809446193278
35,240,latent no-align,0.001,148,0.0045636315166169925,0.0,0.0,0.0,0.003792969590191402,0.07634518758670704,0.06937249503224283,0.19228133669978864,4.0528070639010296e-05,0.775,1.0,25.18277019794237,,25.18277019794237,25.18277019794237,25.001135880219113,25.001135880219113,35,raw,1,raw,0,22.12784568965435,617.9115032851696
36,240,latent no-align,0.001,148,0.004636526908536718,0.0,0.0,0.0,0.0038676083817876673,0.0756814312693235,0.07018590980284922,0.19701258536126162,3.906824669094341e-05,0.8,1.0,23.421159124240344,,23.421159124240344,23.421159124240344,23.27963009705373,23.27963009705373,36,raw,1,raw,0,25.820742931216955,643.7350583635271
37,240,latent no-align,0.001,148,0.004638091014459025,0.0,0.0,0.0,0.003917407834386402,0.07454728234458614,0.06811073593593933,0.2027411750845007,3.594614756022221e-05,0.825,1.0,23.387625201745514,,23.387625201745514,23.387625201745514,23.283326465135033,23.27963009705373,36,raw,1,raw,0,21.57821662351489,665.316067263484
38,240,latent no-align,0.001,148,0.004573851955953885,0.0,0.0,0.0,0.004028944720237239,0.0746372777565911,0.06650392635649927,0.20382462079460556,3.380193723117102e-05,0.85,1.0,27.280062500383906,,27.280062500383906,23.387625201745514,,23.27963009705373,36,raw,0,raw,1,12.122392140328884,677.4417409561574
39,240,latent no-align,0.001,148,0.004533018385110474,0.0,0.0,0.0,0.004080158444373189,0.07378915767814662,0.06601754591070316,0.20713425175966443,3.113424577964612e-05,0.875,1.0,28.43224008150922,,28.43224008150922,23.387625201745514,28.421560091796184,23.27963009705373,36,raw,0,raw,2,24.666467752307653,702.1113867871463
40,240,latent no-align,0.001,148,0.004430621089980107,0.0,0.0,0.0,0.0040553847793489695,0.0715253985411412,0.06477171927690506,0.21251043274595932,2.8367723348924915e-05,0.9,1.0,34.799181652861215,,34.799181652861215,23.387625201745514,,23.27963009705373,36,raw,0,raw,3,12.640607114881277,714.7553121857345
41,240,latent no-align,0.001,148,0.0044396284564926815,0.0,0.0,0.0,0.004094812868011964,0.06985511102185056,0.06140461050578066,0.2106103162105019,2.6780767195698383e-05,0.925,1.0,35.91913965796343,,35.91913965796343,23.387625201745514,,23.27963009705373,36,raw,0,raw,4,12.29806324467063,727.0564753934741
42,240,latent no-align,0.001,148,0.00438339398966196,0.0,0.0,0.0,0.0041713960928137644,0.0686820422777453,0.0589211148184699,0.20117005152074066,2.6679551410779823e-05,0.95,1.0,43.96637442036072,,43.96637442036072,23.387625201745514,,23.27963009705373,36,raw,0,raw,5,14.490685693919659,741.5503625050187
43,240,latent no-align,0.001,148,0.004398419422638678,0.0,0.0,0.0,0.0042201558039901225,0.06684224644826876,0.05473031692609594,0.18638789774598302,2.1596895822841435e-05,0.975,1.0,47.11352912939644,,47.11352912939644,23.387625201745514,,23.27963009705373,36,raw,0,raw,6,12.515540651977062,754.0689640417695
44,240,latent no-align,0.001,148,0.004281140407673209,0.0,0.0,0.0,0.004280095746916895,0.06603468436043004,0.05131121616609193,0.1826778563695985,1.8348888347276983e-05,1.0,1.0,47.92337835235666,,47.92337835235666,23.387625201745514,47.82074311329712,23.27963009705373,36,raw,0,raw,7,26.028518211096525,780.1006978936493
45,240,latent no-align,0.001,148,0.004417929417655073,0.0,0.0,0.0,0.004135450150037336,0.06388443192416751,0.04945868439972401,0.17635145118913134,1.6617974791655354e-05,1.0,1.0,48.159892581328776,,48.159892581328776,23.387625201745514,,23.27963009705373,36,raw,0,raw,8,11.314160827547312,791.4181414954364
46,240,latent no-align,0.001,148,0.0042638425303094495,0.0,0.0,0.0,0.003864479115912439,0.059337057223593864,0.04735752318457172,0.17108466597022237,1.5348561283964364e-05,1.0,1.0,48.74368809427879,,48.74368809427879,23.387625201745514,,23.27963009705373,36,raw,0,raw,9,11.452976614236832,802.8742636740208
47,240,latent no-align,0.001,148,0.004260580730309861,0.0,0.0,0.0,0.003714837649887478,0.05599805035603207,0.046909692420347315,0.1709068351098009,1.4438792222053226e-05,1.0,1.0,48.56493620848234,,48.56493620848234,23.387625201745514,,23.27963009705373,36,raw,0,raw,10,11.069463957101107,813.9467757157981
48,240,latent no-align,0.001,148,0.004280056096487553,0.0,0.0,0.0,0.0036143034986044105,0.05391205890053833,0.04648992363866922,0.17102822892971942,1.4050223245322815e-05,1.0,1.0,48.48844339281359,,48.48844339281359,23.387625201745514,,23.27963009705373,36,raw,0,raw,11,11.343106742948294,825.2930450029671
49,240,latent no-align,0.001,148,0.004254187787631275,0.0,0.0,0.0,0.0035929474397562444,0.05319499674983121,0.046065761380501696,0.17084784262083672,1.3483048928105131e-05,1.0,1.0,48.123341734729635,,48.123341734729635,23.387625201745514,48.01470171365382,23.27963009705373,36,raw,0,raw,12,23.290220879018307,848.5864709317684
50,240,latent no-align,0.001,148,0.0042049373512634556,0.0,0.0,0.0,0.0036056353159978783,0.05368301594579542,0.0455983888508903,0.168287323032682,1.3647620279870525e-05,1.0,1.0,47.846903921852224,,47.846903921852224,23.387625201745514,,23.27963009705373,36,raw,0,raw,13,11.637401413172483,860.2311872430146
51,240,latent no-align,0.001,148,0.004281562189823268,0.0,0.0,0.0,0.0036728454052118234,0.05522882867906544,0.04476248039989858,0.16371594218386187,1.344731310529971e-05,1.0,1.0,47.733456000967784,,47.733456000967784,23.387625201745514,,23.27963009705373,36,raw,0,raw,14,11.74011117964983,871.9741083718836
52,240,latent no-align,0.001,148,0.0043064931995940164,0.0,0.0,0.0,0.003418282580536765,0.05120518700395887,0.0452904666748804,0.15753460635204572,1.3585522230789286e-05,1.0,1.0,47.89469998296837,,47.89469998296837,23.387625201745514,,23.27963009705373,36,raw,0,raw,15,12.000229336321354,883.9935788735747
53,240,latent no-align,0.001,148,0.004185257028045787,0.0,0.0,0.0,0.0032490081330006186,0.048181085192875284,0.04469823578020205,0.15673261045201406,1.2981946623325269e-05,1.0,1.0,48.46783041351433,,48.46783041351433,23.387625201745514,,23.27963009705373,36,raw,0,raw,16,20.711682241410017,904.7080272249877
54,240,latent no-align,0.001,148,0.004181424476760062,0.0,0.0,0.0,0.003208953102207365,0.04795866580428304,0.04504625270193493,0.15797598307599892,1.3225231355504917e-05,1.0,1.0,47.81813411350021,,47.81813411350021,23.387625201745514,47.71929651890916,23.27963009705373,36,raw,0,raw,17,22.2123233191669,926.923157453537
55,240,latent no-align,0.001,148,0.004119520800855212,0.0,0.0,0.0,0.003114142796540683,0.0462420552314536,0.04496383571342842,0.15975184366106987,1.2951246205645745e-05,1.0,1.0,47.231732649769754,,47.231732649769754,23.387625201745514,,23.27963009705373,36,raw,0,raw,18,12.201863408088684,939.1283146254718
56,240,latent no-align,0.001,148,0.004094830643373063,0.0,0.0,0.0,0.0030496711779788538,0.04545586986618268,0.0450739810444616,0.16093720948776682,1.2943024029408588e-05,1.0,1.0,47.449891121433375,,47.449891121433375,23.387625201745514,,23.27963009705373,36,raw,0,raw,19,11.424254540354013,950.5557988658547
57,240,latent no-align,0.001,148,0.004013568054368669,0.0,0.0,0.0,0.002977803544569257,0.04446845134166447,0.04482811445219291,0.1610544656176825,1.2789371573268687e-05,1.0,1.0,47.57795174591251,,47.57795174591251,23.387625201745514,,23.27963009705373,36,raw,0,raw,20,13.168368581682444,963.7270946614444
58,240,latent no-align,0.001,148,0.004104013026163385,0.0,0.0,0.0,0.002923261935860422,0.044099502567503904,0.044610546398404484,0.15899894779195656,1.2863026153649412e-05,1.0,1.0,46.98503341785204,,46.98503341785204,23.387625201745514,,23.27963009705373,36,raw,0,raw,21,12.94906486198306,976.747039295733
59,240,latent no-align,0.001,148,0.004020066374938029,0.0,0.0,0.0,0.0028275581536109785,0.04294857704961622,0.04443764724340793,0.15768375056418213,1.312319464714902e-05,1.0,1.0,47.23466654966882,,47.23466654966882,23.387625201745514,47.12617353630001,23.27963009705373,36,raw,0,raw,22,23.918533883988857,1000.6688165776432
60,240,latent no-align,0.001,148,0.004120210608832438,0.0,0.0,0.0,0.0027373157318908016,0.04177843434484424,0.04370380802130377,0.15767808510242282,1.2915944549800966e-05,1.0,1.0,46.745032255358865,,46.745032255358865,23.387625201745514,,23.27963009705373,36,raw,0,raw,23,11.461790408939123,1012.1334660574794
61,240,latent no-align,0.001,148,0.004164669720921665,0.0,0.0,0.0,0.002599538690913972,0.03964191702874126,0.04303614304375809,0.15637530295832738,1.3072585034024087e-05,1.0,1.0,46.17745360538854,,46.17745360538854,23.387625201745514,,23.27963009705373,36,raw,0,raw,24,13.074592221528292,1025.2112082839012
62,240,latent no-align,0.001,148,0.0040034485943112015,0.0,0.0,0.0,0.002489915460574667,0.03856814018375165,0.043236458925782026,0.15559362751003858,1.3225251198467024e-05,1.0,1.0,46.504308823674684,,46.504308823674684,23.387625201745514,,23.27963009705373,36,raw,0,raw,25,14.984121736139059,1040.1985733620822
63,240,latent no-align,0.001,148,0.004004547271776844,0.0,0.0,0.0,0.0023840779904276133,0.03695211332996149,0.04274242205192914,0.15324859300980698,1.3303809276515716e-05,1.0,1.0,46.46462705226419,,46.46462705226419,23.387625201745514,,23.27963009705373,36,raw,0,raw,26,13.53881073743105,1053.7401776649058
