epoch,epochs,mode,lr,batch_count,loss_rul,adv_loss,fea_loss,out_loss,latent_loss,recon_loss,smooth_loss,decor_loss,mono_loss,latent_factor,mono_factor,rmse,ema_rmse,selected_rmse,best_rmse,is_best,best_source,bad_epochs,epoch_time_sec,elapsed_sec
22,240,latent no-align,0.000175,148,0.007634998566622066,0.0,0.0,0.0,0.0055488770720674785,0.24907998931971756,0.06838476433846596,0.3475842703435872,4.671586012173557e-05,0.45,1.0,29.456565096588864,28.950699487937896,28.950699487937896,27.69840324477184,0,raw,15,14.518996227532625,213.2368590645492
23,240,latent no-align,0.000175,148,0.007482475704966566,0.0,0.0,0.0,0.005544070966189375,0.2322389085751933,0.07702827458647457,0.3036376471455033,4.713766773764636e-05,0.475,1.0,32.03812994935544,29.98500032780458,29.98500032780458,27.69840324477184,0,raw,16,12.757312331348658,225.99684200063348
24,240,latent no-align,0.000175,148,0.007449357716895237,0.0,0.0,0.0,0.005618337217743533,0.21922273611700213,0.08260457857033691,0.2799425831920392,4.6786869485938065e-05,0.5,1.0,32.9138996554305,30.813953588457842,30.813953588457842,27.69840324477184,0,raw,17,14.691440504044294,240.69097753241658
25,240,latent no-align,0.000175,148,0.007274018883755481,0.0,0.0,0.0,0.005679597511786867,0.20952443808719917,0.08753316909880252,0.26029947208794385,4.565229185548535e-05,0.525,1.0,32.024113859534104,31.217796429943856,31.217796429943856,27.69840324477184,0,raw,18,13.243763200938702,253.9374249689281
26,240,latent no-align,0.000175,148,0.007228570873849094,0.0,0.0,0.0,0.0056543328667160225,0.1978054907474969,0.09604910287905384,0.24102510552148562,4.482821783017858e-05,0.55,1.0,31.621330069047275,31.30155937192627,31.30155937192627,27.69840324477184,0,raw,19,13.564951442182064,267.5050807893276
27,240,latent no-align,0.000175,148,0.007240577446724716,0.0,0.0,0.0,0.005420794229123842,0.18063748577559316,0.11130738726540192,0.2195025761989323,4.466563468913837e-05,0.575,1.0,31.21977944321803,31.21422117479459,31.21422117479459,27.69840324477184,0,raw,20,13.568001966923475,281.07575852796435
28,240,latent no-align,0.000175,148,0.007115220242003734,0.0,0.0,0.0,0.005081333040662513,0.16139948388209213,0.12535587944895835,0.2025116652854391,4.428266448804926e-05,0.6,1.0,30.092664103648602,30.705967944136255,30.092664103648602,27.69840324477184,0,raw,21,13.13971919938922,294.21815929561853
29,240,latent no-align,8.75e-05,148,0.007623738870402244,0.0,0.0,0.0,0.007495403695675368,0.25262826298539703,0.06835915933589677,0.3504160982934204,4.6914917834943185e-05,0.6,1.0,30.72471573589824,28.915014005646075,28.915014005646075,27.69840324477184,0,raw,22,14.023144613951445,308.2456959821284
30,240,latent no-align,8.75e-05,148,0.0074754597656932235,0.0,0.0,0.0,0.007214608319053376,0.2410292139125837,0.0767819228003154,0.30496608546456777,4.7768431712127595e-05,0.6,1.0,30.890193496358375,29.659297372135555,29.659297372135555,27.69840324477184,0,raw,23,12.715187665075064,320.96352530270815
31,240,latent no-align,8.75e-05,148,0.0073453768131297986,0.0,0.0,0.0,0.00700353567073172,0.23107853944639903,0.08200589250269774,0.2843314640828081,4.728908530720415e-05,0.6,1.0,31.649781305082097,30.405257871958714,30.405257871958714,27.69840324477184,0,raw,24,11.975717321038246,332.94195375964046
32,240,latent no-align,8.75e-05,148,0.007384026907636104,0.0,0.0,0.0,0.006824588805839822,0.22166089461864652,0.08635405008051847,0.26649365292207616,4.740009759139817e-05,0.6,1.0,31.87217495486573,31.122026735480446,31.122026735480446,27.69840324477184,0,raw,25,13.81642695888877,346.7612131908536
33,240,latent no-align,8.75e-05,148,0.007245757154541442,0.0,0.0,0.0,0.006680994945880328,0.21532333461014,0.08924753596452442,0.2550584493658027,4.631833881658905e-05,0.6,1.0,31.10995904545412,31.357951463604273,31.10995904545412,27.69840324477184,0,raw,26,12.228252373635769,358.9921558573842
34,240,latent no-align,8.75e-05,148,0.007251213767213395,0.0,0.0,0.0,0.006567198471669611,0.2108952256070601,0.0919281944028429,0.24473782890551798,4.638372315270858e-05,0.6,1.0,31.96097007829782,31.682875257501777,31.682875257501777,27.69840324477184,0,raw,27,12.851465664803982,371.8463094383478
35,240,latent no-align,8.75e-05,148,0.007355179688012278,0.0,0.0,0.0,0.006424689243824498,0.20577721458834572,0.09548446958934939,0.23397136660846504,4.542082326618067e-05,0.6,1.0,30.96363735209556,31.690471459424753,30.96363735209556,27.69840324477184,0,raw,28,14.503339041024446,386.3523285128176
